user,sum_score,mean_score,degree,closeness,betweenness,load,eigenvector,listed,followers,reply_sent,reply_recieved,mention_sent,mention_recieved,tweet_sent,tweet_recieved
signature1984,1.0006401698983258,0.11118224109981398,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,3.746328106749821e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Aoknight,1.0006401511666851,0.11118223901852058,0.0,0.0,0.0,0.0,0.0,0.0,3.55901170141233e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Manisha844,1.0006401511666851,0.11118223901852058,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,3.55901170141233e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
iamrebelmade,1.0006401324350447,0.11118223693722719,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,3.371695296074839e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
manindraagrawal,1.0006401137034042,0.1111822348559338,0.0,0.0,0.0,0.0,0.0,0.0,3.184378890737348e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
khusnoor_khan,1.000640076240123,0.11118223069334701,0.0,0.0,0.0,0.0,0.0,0.0,2.809746080062366e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
DiazSoranyi,1.000640076240123,0.11118223069334701,0.0,0.0,0.0,0.0,0.0,0.0,2.809746080062366e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
Pathanmiyagayaw,1.0006400575084826,0.11118222861205362,0.0003185727938834023,0.0,0.0,0.0,4.5185541186932434e-104,0.0,2.622429674724875e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
a_01212,1.000640038776842,0.11118222653076021,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,2.435113269387384e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
garggprateek,1.000640001313561,0.11118222236817345,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,2.0604804587124017e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
VickiVoluminous,1.0006399825819203,0.11118222028688003,0.0,0.0,0.0,0.0,0.0,0.0,1.8731640533749106e-07,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
