user,degree,closeness,betweenness,listed,followers,reply_sent,reply_recieved,mention_sent,mention_recieved,tweet_sent,tweet_recieved,score
crhiled,0.0,0.0,0.0,3.384071850613532e-05,4.6829101334372765e-07,0.0,0.0,0.15384615384615385,1.0,0.0,0.0,1.7743138493609971
MayankNehra18,0.0006371455877668046,0.0004315770081535847,0.0,0.0,2.622429674724875e-07,0.0,0.0,0.23076923076923078,0.5652173913043478,0.0,0.0,1.627812152489063
Tina29206317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,1.5399752862231162
Dame10642770,0.0,0.0,0.0,0.0,5.619492160124732e-08,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,1.5399752855793452
dr_sonagara,0.0,0.0,0.0,0.0,7.11802340282466e-07,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,1.5399752780686857
sarahhh_jpg,0.0,0.0,0.0,6.768143701227065e-06,3.184378890737348e-07,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,1.5399752211258306
LilTyTySOS,0.0,0.0,0.0,1.353628740245413e-05,3.55901170141233e-07,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,1.539975159247398
redherring23,0.0,0.0,0.0,7.44495807134977e-05,6.91197535695342e-06,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,1.5399745310975474
TipsyMayhem,0.0003185727938834023,0.5019273831456416,0.0,6.768143701227065e-06,1.6858476480374194e-06,0.0017406440382941688,0.0006397952655150352,0.0,0.0,0.0,0.0,1.500212410245783
Cindypeach0,0.0009557183816502069,0.5017115960633289,0.0,0.0,1.8731640533749106e-07,0.0017406440382941688,0.0003198976327575176,0.0,0.0,0.0,0.0,1.500167756089961
walewoot,0.0003185727938834023,0.5019273831456416,0.0,0.00017597173623190367,7.530119494567141e-06,0.0026109660574412533,0.0006397952655150352,0.0,0.0,0.0,0.0,1.500087959031026
SachidanandTri9,0.0003185727938834023,0.5016042780748663,0.0,0.0,6.556074186812188e-07,0.0017406440382941688,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4999290449542066
Sluttypilgrim,0.0003185727938834023,0.5016042780748663,0.0,2.707257480490826e-05,1.8544324128411616e-06,0.0017406440382941688,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4999287854234258
evynndavis,0.0003185727938834023,0.5016042780748663,0.0,8.798586811595184e-05,1.0190012450359514e-05,0.0017406440382941688,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4999281368875015
UjjwalA32467565,0.0003185727938834023,0.5016042780748663,0.0,0.0,2.435113269387384e-07,0.0026109660574412533,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4998062016438787
LadislavGaspar,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.0034812880765883376,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4996833561876486
savage_star37,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.4985312426999285e-07,0.0034812880765883376,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4996833546855164
Drift0r,0.0003185727938834023,0.5019273831456416,0.0,0.003661565742363842,0.0047125061254806,0.0026109660574412533,0.0009596928982725527,0.0,0.0,0.0,0.0,1.4995946721702684
theEagleBay,0.0006371455877668046,0.5016042780748663,2.5729724898967516e-05,0.0,1.6858476480374195e-07,0.004351610095735422,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4995654171808812
SuckMyDizzNic,0.0003185727938834023,0.5016042780748663,0.0,7.44495807134977e-05,3.8811959185928145e-05,0.004351610095735422,0.0003198976327575176,0.0,0.0,0.0,0.0,1.499559387798161
TesModel3,0.0003185727938834023,0.5016042780748663,0.0,0.0,7.492656213499642e-08,0.0017406440382941688,0.0006397952655150352,0.0,0.0,0.0,0.0,1.4995213114601729
AnnaBrickstock,0.0003185727938834023,0.5016042780748663,0.0,6.768143701227065e-06,3.390426936608588e-06,0.0017406440382941688,0.0006397952655150352,0.0,0.0,0.0,0.0,1.499521212028448
TokTicker,0.0003185727938834023,0.5016042780748663,0.0,0.0,9.365820266874553e-08,0.005221932114882507,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4994376592666605
mg29th1,0.0003185727938834023,0.5016042780748663,0.0,0.0,2.7722827989948675e-06,0.005221932114882507,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4994376285802544
3ebfandan,0.0003185727938834023,0.5016042780748663,0.0,1.353628740245413e-05,1.4423363210986811e-06,0.005221932114882507,0.0003198976327575176,0.0,0.0,0.0,0.0,1.49943752091766
TheOtherDan,0.0006371455877668046,0.5016042780748663,3.9277639649117267e-05,2.0304431103681193e-05,2.603698034191126e-06,0.0026109660574412533,0.0006397952655150352,0.0,0.0,0.0,0.0,1.4994033419328843
PepsiiiColaaa,0.0003185727938834023,0.5016042780748663,0.0,0.0,2.622429674724875e-07,0.0026109660574412533,0.0006397952655150352,0.0,0.0,0.0,0.0,1.4993984612829576
pmirjolkar,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0034812880765883376,0.0006397952655150352,0.0,0.0,0.0,0.0,1.4992756162559073
alldaybadmood,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.404873040031183e-06,0.0034812880765883376,0.0006397952655150352,0.0,0.0,0.0,0.0,1.4992756001616385
jonoY65,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.006962576153176675,0.0003198976327575176,0.0,0.0,0.0,0.0,1.4991919640623947
jiannyuhw,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.0017406440382941688,0.0009596928982725527,0.0,0.0,0.0,0.0,1.4991135721722035
kevin_ferrell44,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.6858476480374195e-07,0.0017406440382941688,0.0009596928982725527,0.0,0.0,0.0,0.0,1.4991135702408913
shani50633688,0.0003185727938834023,0.5016042780748663,0.0,0.0,1.8731640533749106e-08,0.0026109660574412533,0.0009596928982725527,0.0,0.0,0.0,0.0,1.4989907239262992
gurnams63743358,0.0003185727938834023,0.5016042780748663,0.0,0.0,0.0,0.006962576153176675,0.0006397952655150352,0.0,0.0,0.0,0.0,1.4987842241306542
